Event,Time,Alt. Adj. Time,Age,Power Points,Time Standard,Meet,LSC,Club,Swim Date
100 BR,58.83,58.83,18,743,"""AAA""",2014 CA December CA NV Section,CA,RAA,12/21/2014
500 FR,4:42.14,4:42.14,18,694,"""AAA""",2014 CA December CA NV Section,CA,RAA,12/20/2014
50 FR,22.50,22.50,18,647,"""AA""",2014 CA Mission Viejo Turkey C,CA,RAA,11/23/2014
100 FR,48.55,48.55,18,653,"""AAA""",2014 CA Mission Viejo Turkey C,CA,RAA,11/23/2014
100 BR,1:02.41,1:02.41,18,608,"""AA""",2014 CA Mission Viejo Turkey C,CA,RAA,11/23/2014
100 FL,54.37,54.37,18,601,"""AA""",2014 CA Mission Viejo Turkey C,CA,RAA,11/23/2014
200 FR,1:47.18,1:47.18,18,618,"""AA""",2014 CA Mission Viejo Turkey C,CA,RAA,11/22/2014
100 BK,1:02.36,1:02.36,18,322,"""BB""",2014 CA Mission Viejo Turkey C,CA,RAA,11/22/2014
200 BR,2:15.05,2:15.05,18,638,"""AA""",2014 CA Mission Viejo Turkey C,CA,RAA,11/22/2014
200 IM,2:04.07,2:04.07,18,537,"""A""",2014 CA Mission Viejo Turkey C,CA,RAA,11/22/2014
500 FR,4:50.47,4:50.47,18,618,"""AA""",2014 CA Mission Viejo Turkey C,CA,RAA,11/21/2014
100 FR,48.07,48.07,18,677,"""AAA""",2014 CA Kevin B. Perry Senior,CA,RAA,11/9/2014
100 FR,48.43,48.43,18,659,"""AAA""",2014 CA Kevin B. Perry Senior,CA,RAA,11/9/2014
200 BR,2:10.07,2:10.07,18,719,"""AAA""",2014 CA Kevin B. Perry Senior,CA,RAA,11/9/2014
200 BR,2:11.89,2:11.89,18,689,"""AA""",2014 CA Kevin B. Perry Senior,CA,RAA,11/9/2014
200 FR,1:44.89,1:44.89,18,674,"""AAA""",2014 CA Kevin B. Perry Senior,CA,RAA,11/8/2014
200 FR,1:45.48,1:45.48,18,660,"""AAA""",2014 CA Kevin B. Perry Senior,CA,RAA,11/8/2014
100 BR,1:02.81,1:02.81,18,594,"""AA""",2014 CA Kevin B. Perry Senior,CA,RAA,11/8/2014
100 FR,48.48,48.48,18,656,"""AAA""",2014 CA TCC BRW October Meet,CA,RAA,10/12/2014
100 FL,56.05,56.05,18,529,"""A""",2014 CA TCC BRW October Meet,CA,RAA,10/12/2014
200 IM,2:04.10,2:04.10,18,537,"""A""",2014 CA TCC BRW October Meet,CA,RAA,10/12/2014
200 FR,1:47.36,1:47.36,18,614,"""AA""",2014 CA TCC BRW October Meet,CA,RAA,10/11/2014
100 BK,1:00.79,1:00.79,18,378,"""BB""",2014 CA TCC BRW October Meet,CA,RAA,10/11/2014
200 BR,2:14.06,2:14.06,18,654,"""AA""",2014 CA TCC BRW October Meet,CA,RAA,10/11/2014
